No,Nama_File,Waktu_Inferensi_ms,ID_Objek,Kelas_Prediksi,Confidence,BBox_xyxy,Sudut_Aktual_deg,Sudut_Ref_deg,Deviasi_deg,Koreksi_Servo_deg,Arah_Servo,Status_QC,Aksi_Sistem,Perintah_UART
11,BU392D-1_PNG.rf.f6948bd938af4694f21173a0b9e6462f.jpg,245.6,1,Bukan_Elco,0.946,"[434,601,856,810]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
12,BU3A47-1_PNG.rf.be92d6a83bbf9886fba08137b8dd41c0.jpg,199.9,1,Bukan_Elco,0.930,"[233,471,357,843]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
13,BU3DB8-1_PNG.rf.ede57b401a674922074237b94ba28f34.jpg,229.4,1,Bukan_Elco,0.951,"[432,325,855,529]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
14,BU3DBA-1_PNG.rf.c9969b95f851bb7e61c4362bb7327aad.jpg,200.1,1,Bukan_Elco,0.729,"[111,294,459,460]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
15,BU3FA9-1_PNG.rf.e6594a647a71f09ae0863c6ece30c044.jpg,202.0,1,Bukan_Elco,0.956,"[1538,377,1928,610]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
16,BU3FCC-1_PNG.rf.87709b819cddf8f1ebb11989ed6b6367.jpg,249.6,1,Bukan_Elco,0.950,"[1070,489,1268,601]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
17,BU4037-1_PNG.rf.38ee7ff954077bbed6c459dc1d01dd92.jpg,260.3,1,Bukan_Elco,0.831,"[28,0,1771,891]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
18,BU41F6-1_PNG.rf.9bbdf635e8ddf15eeb47c77cfa1be694.jpg,228.2,1,Bukan_Elco,0.926,"[302,55,1483,900]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
19,BU4A6E-1_PNG.rf.d93ae9f7c509dc9cb0f1ceca23d37975.jpg,233.4,1,Bukan_Elco,0.950,"[1538,18,1931,254]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
20,BU4E17-1_PNG.rf.96593cc994d5a1d51c044662f705cb83.jpg,238.5,1,Bukan_Elco,0.939,"[1003,617,1139,899]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
21,BU4E76-1_PNG.rf.f6716f3e5f4b0e12c02925d3d7db0098.jpg,180.0,1,Bukan_Elco,0.923,"[198,567,314,783]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
22,BU5033-1_PNG.rf.09dc21b189dad73616493b1b219f58ef.jpg,222.4,1,Bukan_Elco,0.925,"[1067,172,1268,286]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
23,BU544D-1_PNG.rf.22bb406b39ef0e48601e1929c77195c8.jpg,169.3,1,Bukan_Elco,0.958,"[1538,377,1930,610]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
24,BU56AE-1_PNG.rf.199e46058dc86817f292d3e102205823.jpg,167.1,1,Bukan_Elco,0.909,"[323,0,1601,898]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
25,BU5E9D-1_PNG.rf.6fce8d319c3ae12738e80b969f4f4fcc.jpg,161.1,1,Bukan_Elco,0.942,"[234,571,356,899]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
26,BU606B-1_PNG.rf.f029d7855f47782585bb4e34d1d23bc2.jpg,161.8,1,Bukan_Elco,0.931,"[1439,728,1803,869]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
27,BU61E7-1_PNG.rf.53c566909ac52eadc184b6fb38ffb51d.jpg,189.1,1,Bukan_Elco,0.940,"[429,35,857,247]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
28,BU6B21-1_PNG.rf.ae7ff7739ad5fa1c1b0b23081b3205f4.jpg,168.9,1,Bukan_Elco,0.980,"[0,40,459,533]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
29,BU6B21-1_PNG.rf.ae7ff7739ad5fa1c1b0b23081b3205f4.jpg,168.9,2,Bukan_Elco,0.978,"[1504,283,1999,773]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
30,BU6B21-1_PNG.rf.ae7ff7739ad5fa1c1b0b23081b3205f4.jpg,168.9,3,Bukan_Elco,0.966,"[689,103,1237,651]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
31,BU6E98-1_PNG.rf.c1c1d1bed3dfb66159e6eb5e5562b4de.jpg,160.5,1,Bukan_Elco,0.967,"[704,1,1570,558]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
32,BU6FD9-1_PNG.rf.1a93a2054f98e28239f49ca7327a6536.jpg,168.5,1,Bukan_Elco,0.945,"[1586,597,1795,754]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
33,BU6FE9-1_PNG.rf.9d8afcb0d7f3e6ebdc460c4ba287d289.jpg,180.1,1,Bukan_Elco,0.945,"[432,573,819,808]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
34,BU706B-1_PNG.rf.eda3889a399004c5646e90768725b90a.jpg,167.8,1,Bukan_Elco,0.971,"[1501,1,1998,286]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
35,BU706B-1_PNG.rf.eda3889a399004c5646e90768725b90a.jpg,167.8,2,Bukan_Elco,0.908,"[711,0,1208,187]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
36,BU706B-1_PNG.rf.eda3889a399004c5646e90768725b90a.jpg,167.8,3,Bukan_Elco,0.809,"[4,0,438,75]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
37,BU7454-1_PNG.rf.f5d7d08044fe8dc44dde536c3db17320.jpg,158.7,1,Bukan_Elco,0.982,"[0,242,462,733]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
38,BU7454-1_PNG.rf.f5d7d08044fe8dc44dde536c3db17320.jpg,158.7,2,Bukan_Elco,0.977,"[1504,483,2000,898]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
39,BU7454-1_PNG.rf.f5d7d08044fe8dc44dde536c3db17320.jpg,158.7,3,Bukan_Elco,0.965,"[689,296,1237,845]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
40,BU7654-1_PNG.rf.3a89943ca9b32f9c2f9c48198876f826.jpg,160.9,1,Bukan_Elco,0.935,"[482,584,819,774]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
41,BU7FCB-1_PNG.rf.95f5ca2961abf09c04a239e0586a4b8b.jpg,160.4,1,Bukan_Elco,0.952,"[43,59,284,463]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
42,BU84B1-1_PNG.rf.a2a866fd4674492ddfa046d29f5e7f50.jpg,179.4,1,Bukan_Elco,0.900,"[46,0,1335,895]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
43,BU8ACD-1_PNG.rf.ab60ad20b6e347ea98a282b7edbf73a2.jpg,168.2,1,Bukan_Elco,0.536,"[297,121,1398,898]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
44,BU8ACD-1_PNG.rf.ab60ad20b6e347ea98a282b7edbf73a2.jpg,168.2,2,Bukan_Elco,0.405,"[299,169,1368,899]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
45,BU8BB0-1_PNG.rf.d99518593c5f5b777e83bac543c80d6d.jpg,163.9,1,Bukan_Elco,0.852,"[19,2,1882,893]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
46,BU9328-1_PNG.rf.a74015bb6e4a4dbd2dbabf6a27d5a40c.jpg,160.4,1,Bukan_Elco,0.924,"[1067,172,1268,286]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
47,BU94BA-1_PNG.rf.d55e254898de66ffd1ad5fd445fc36ca.jpg,168.3,1,Bukan_Elco,0.919,"[1603,677,1810,835]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
48,BU966A-1_PNG.rf.71009e3379153a36d27f2ef6a7a0fa5d.jpg,171.9,1,Bukan_Elco,0.945,"[111,219,460,386]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
49,BU9BA2-1_PNG.rf.b069e0d987d25ce29a5175da06722435.jpg,179.8,1,Bukan_Elco,0.950,"[413,316,843,522]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
50,BU9BFD-1_PNG.rf.5efd20c26e74c2f6fb1ce1249e5eced2.jpg,182.2,1,Bukan_Elco,0.930,"[477,1,1559,654]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
51,BU9FBE-1_PNG.rf.378be23280b2e9f016a11ba2fc023b9c.jpg,161.2,1,Bukan_Elco,0.759,"[426,0,856,151]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
52,BUA0FA-1_PNG.rf.641ffdb1c9293fc8320d3ea0c1140217.jpg,217.4,1,Bukan_Elco,0.901,"[292,126,1435,898]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
53,BUAA68-1_PNG.rf.d91405ae55aecbf9407c963b100eee0a.jpg,203.5,1,Bukan_Elco,0.933,"[1439,477,1781,630]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
54,BUABE8-1_PNG.rf.da4ca451272a0f46f5c703c96622ae8c.jpg,164.1,1,Bukan_Elco,0.922,"[1602,376,1809,534]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
55,BUAE81-1_PNG.rf.64c093a528ca94c59f42625cf6866669.jpg,158.4,1,Bukan_Elco,0.936,"[113,513,462,679]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
56,BUB416-1_PNG.rf.8eb9850f23790acbdc9a5d913d47ea0e.jpg,163.7,1,Bukan_Elco,0.935,"[656,299,1007,522]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
57,BUC06E-1_PNG.rf.49451f99a70f6044c49163c6811aac52.jpg,174.6,1,Bukan_Elco,0.955,"[431,324,855,528]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
58,BUCF92-1_PNG.rf.4b95e5ecf53d09e597fae489a98fd410.jpg,221.3,1,Bukan_Elco,0.959,"[959,161,1365,431]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
59,BUD0B1-1_PNG.rf.05c9fb938db7ca991b192532eb1cc792.jpg,172.7,1,Bukan_Elco,0.980,"[0,40,459,533]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
60,BUD0B1-1_PNG.rf.05c9fb938db7ca991b192532eb1cc792.jpg,172.7,2,Bukan_Elco,0.979,"[1505,283,1999,773]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
61,BUD0B1-1_PNG.rf.05c9fb938db7ca991b192532eb1cc792.jpg,172.7,3,Bukan_Elco,0.968,"[690,103,1237,650]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
62,BUD288-1_PNG.rf.9829d9bf616de0f2d655ac7f40450605.jpg,245.4,1,Bukan_Elco,0.935,"[1439,264,1803,407]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
63,BUDE32-1_PNG.rf.e455536fe33c4876ea15ff5bee707633.jpg,267.5,1,Bukan_Elco,0.983,"[153,498,656,899]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
64,BUE1D9-1_PNG.rf.0ef1c6ddf5bc3a6219ba9b94faa4f02c.jpg,191.7,1,Bukan_Elco,0.950,"[1070,392,1269,506]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
65,BUE497-1_PNG.rf.5182121db6b23c1bff9a264c5e713ab7.jpg,169.2,1,Bukan_Elco,0.978,"[1505,1,1998,381]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
66,BUE497-1_PNG.rf.5182121db6b23c1bff9a264c5e713ab7.jpg,169.2,2,Bukan_Elco,0.951,"[0,0,460,167]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
67,BUE497-1_PNG.rf.5182121db6b23c1bff9a264c5e713ab7.jpg,169.2,3,Bukan_Elco,0.832,"[674,2,1270,276]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
68,BUE8A2-1_PNG.rf.b4f8821141ef0dce3708f7bddf57c3e0.jpg,181.2,1,Bukan_Elco,0.924,"[231,145,352,521]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
69,BUE998-1_PNG.rf.4cff467dce79c6aa7f579dad3db427fb.jpg,179.4,1,Bukan_Elco,0.946,"[1070,390,1269,507]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
70,BUF185-1_PNG.rf.f1901e6a038b06ee5b0d1179e2bd9c65.jpg,169.5,1,Bukan_Elco,0.952,"[146,0,646,485]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
71,BUF6A6-1_PNG.rf.1dc24b9a22e51a66b44435216d588755.jpg,160.8,1,Bukan_Elco,0.926,"[424,0,815,162]",0.0,0.0,+0.0,+0.0,DIAM,BUKAN ELCO (REJECT),ABAIKAN / REJECT,"K0,S0.0,R0.0"
72,EL02B4-1_PNG.rf.65a2c32d4c9c23211a6f2e9b63a02435.jpg,163.6,1,Elco_Salah,0.960,"[948,271,1282,616]",180.0,0.0,+180.0,+180.0,PUTAR 180°,SALAH (PERLU REORIENTASI),PUTAR SERVO 180.0°,"K2,S180.0,R180.0"
73,EL0793-1_PNG.rf.9855af8a906a3a20581c89523755d098.jpg,168.4,1,Elco_Salah,0.943,"[32,725,439,900]",180.0,0.0,+180.0,+180.0,PUTAR 180°,SALAH (PERLU REORIENTASI),PUTAR SERVO 180.0°,"K2,S180.0,R180.0"
74,EL0AA4-1_PNG.rf.f59bbbfeb3839feace96a444bf132e40.jpg,170.5,1,Elco_Salah,0.934,"[852,646,1013,808]",180.0,0.0,+180.0,+180.0,PUTAR 180°,SALAH (PERLU REORIENTASI),PUTAR SERVO 180.0°,"K2,S180.0,R180.0"
75,EL0C05-1_PNG.rf.20361ffeacf525e7fd1bc1647f7b4142.jpg,185.8,1,Elco_Salah,0.945,"[73,137,240,545]",180.0,0.0,+180.0,+180.0,PUTAR 180°,SALAH (PERLU REORIENTASI),PUTAR SERVO 180.0°,"K2,S180.0,R180.0"
76,EL0CE9-1_PNG.rf.a7c53083a8a3f3a68f18166faee0e05e.jpg,156.4,1,Elco_Salah,0.937,"[1140,655,1446,813]",180.0,0.0,+180.0,+180.0,PUTAR 180°,SALAH (PERLU REORIENTASI),PUTAR SERVO 180.0°,"K2,S180.0,R180.0"
77,EL12B1-1_PNG.rf.659347c96a4f672b96a520becc3388c2.jpg,181.1,1,Elco_Benar,0.837,"[364,17,539,428]",0.0,0.0,+0.0,+0.0,DIAM,BENAR (SESUAI REFERENSI),LANJUT KE JIG (PASS),"K1,S0.0,R0.0"
78,EL1670-1_PNG.rf.fdbb4dcf701110a691a976d0c564ea5a.jpg,170.7,1,Elco_Benar,0.945,"[1344,404,1510,811]",0.0,0.0,+0.0,+0.0,DIAM,BENAR (SESUAI REFERENSI),LANJUT KE JIG (PASS),"K1,S0.0,R0.0"
79,EL1AAE-1_PNG.rf.5020574b04f0be7607c0b2cc8a5d847c.jpg,166.0,1,Elco_Salah,0.953,"[1423,183,1833,377]",180.0,0.0,+180.0,+180.0,PUTAR 180°,SALAH (PERLU REORIENTASI),PUTAR SERVO 180.0°,"K2,S180.0,R180.0"
80,EL1B7C-1_PNG.rf.e3cf830860fe74092794821fbdf63639.jpg,191.4,1,Elco_Salah,0.936,"[1450,231,1615,407]",180.0,0.0,+180.0,+180.0,PUTAR 180°,SALAH (PERLU REORIENTASI),PUTAR SERVO 180.0°,"K2,S180.0,R180.0"
81,EL1C04-1_PNG.rf.33637e684bbb06d5b7ff5fe0340eeee2.jpg,161.3,1,Elco_Salah,0.945,"[1282,301,1693,494]",180.0,0.0,+180.0,+180.0,PUTAR 180°,SALAH (PERLU REORIENTASI),PUTAR SERVO 180.0°,"K2,S180.0,R180.0"
82,EL1F87-1_PNG.rf.1e7a3d476bb102db48cc24f6e5750042.jpg,159.9,1,Elco_Salah,0.953,"[1140,579,1446,737]",180.0,0.0,+180.0,+180.0,PUTAR 180°,SALAH (PERLU REORIENTASI),PUTAR SERVO 180.0°,"K2,S180.0,R180.0"
83,EL1F95-1_PNG.rf.cbef065a3d51c3af780d02c98e4b288b.jpg,181.2,1,Elco_Benar,0.954,"[604,531,780,900]",0.0,0.0,+0.0,+0.0,DIAM,BENAR (SESUAI REFERENSI),LANJUT KE JIG (PASS),"K1,S0.0,R0.0"
84,EL203C-1_PNG.rf.84b7712b93720e4a24800785b7e03f66.jpg,166.5,1,Elco_Salah,0.898,"[33,0,226,187]",180.0,0.0,+180.0,+180.0,PUTAR 180°,SALAH (PERLU REORIENTASI),PUTAR SERVO 180.0°,"K2,S180.0,R180.0"
85,EL2B39-1_PNG.rf.19a931105b53c6f469a5b4d81e76f844.jpg,162.9,1,Elco_Benar,0.947,"[788,33,963,449]",0.0,0.0,+0.0,+0.0,DIAM,BENAR (SESUAI REFERENSI),LANJUT KE JIG (PASS),"K1,S0.0,R0.0"
86,EL2D1D-1_PNG.rf.0638daa82863f6b166cae5c0c52730b2.jpg,160.5,1,Elco_Salah,0.957,"[948,80,1283,422]",180.0,0.0,+180.0,+180.0,PUTAR 180°,SALAH (PERLU REORIENTASI),PUTAR SERVO 180.0°,"K2,S180.0,R180.0"
87,EL2EA9-1_PNG.rf.b287e75190e5b77d542735e2e29e2d68.jpg,179.8,1,Elco_Salah,0.947,"[15,657,425,823]",180.0,0.0,+180.0,+180.0,PUTAR 180°,SALAH (PERLU REORIENTASI),PUTAR SERVO 180.0°,"K2,S180.0,R180.0"
88,EL30BC-1_PNG.rf.eefea46d29e6ac25b59dd93c89db07cf.jpg,169.7,1,Elco_Benar,0.945,"[1325,52,1490,467]",0.0,0.0,+0.0,+0.0,DIAM,BENAR (SESUAI REFERENSI),LANJUT KE JIG (PASS),"K1,S0.0,R0.0"
89,EL31D9-1_PNG.rf.63e63cf2fa7b497d8a994435576e3b93.jpg,175.8,1,Elco_Benar,0.947,"[1326,7,1492,419]",0.0,0.0,+0.0,+0.0,DIAM,BENAR (SESUAI REFERENSI),LANJUT KE JIG (PASS),"K1,S0.0,R0.0"
90,EL35A3-1_PNG.rf.0e0d81730a9e8ce13932836a5782f311.jpg,153.9,1,Elco_Salah,0.938,"[1452,621,1617,797]",180.0,0.0,+180.0,+180.0,PUTAR 180°,SALAH (PERLU REORIENTASI),PUTAR SERVO 180.0°,"K2,S180.0,R180.0"
91,EL38CE-1_PNG.rf.8fd5e3991cee80c566a330f019a1bbd9.jpg,158.2,1,Elco_Benar,0.949,"[1204,4,1372,419]",0.0,0.0,+0.0,+0.0,DIAM,BENAR (SESUAI REFERENSI),LANJUT KE JIG (PASS),"K1,S0.0,R0.0"
92,EL38D9-1_PNG.rf.7fa0937c9877abbeb3876342f303c1a8.jpg,286.4,1,Elco_Benar,0.947,"[402,638,537,899]",0.0,0.0,+0.0,+0.0,DIAM,BENAR (SESUAI REFERENSI),LANJUT KE JIG (PASS),"K1,S0.0,R0.0"
93,EL3DA8-1_PNG.rf.c921f1465baf4a2a72bceac7aead0f41.jpg,168.7,1,Elco_Benar,0.854,"[365,221,540,631]",0.0,0.0,+0.0,+0.0,DIAM,BENAR (SESUAI REFERENSI),LANJUT KE JIG (PASS),"K1,S0.0,R0.0"
94,EL3F2B-1_PNG.rf.3f63d91a34bc70027fe7431475228b05.jpg,168.7,1,Elco_Salah,0.953,"[1423,184,1833,376]",180.0,0.0,+180.0,+180.0,PUTAR 180°,SALAH (PERLU REORIENTASI),PUTAR SERVO 180.0°,"K2,S180.0,R180.0"
95,EL4178-1_PNG.rf.e6cf157236bbfe5a32061484143f6a7d.jpg,162.8,1,Elco_Benar,0.952,"[815,461,956,774]",0.0,0.0,+0.0,+0.0,DIAM,BENAR (SESUAI REFERENSI),LANJUT KE JIG (PASS),"K1,S0.0,R0.0"
96,EL4209-1_PNG.rf.e65a2815412dbe6fc481de956c314f86.jpg,159.1,1,Elco_Salah,0.958,"[949,78,1282,422]",180.0,0.0,+180.0,+180.0,PUTAR 180°,SALAH (PERLU REORIENTASI),PUTAR SERVO 180.0°,"K2,S180.0,R180.0"
97,EL432A-1_PNG.rf.77dcfd334260d198e5556c951c24aa4b.jpg,196.4,1,Elco_Benar,0.931,"[1345,602,1509,900]",0.0,0.0,+0.0,+0.0,DIAM,BENAR (SESUAI REFERENSI),LANJUT KE JIG (PASS),"K1,S0.0,R0.0"
